dataset,classifier,metric,author,value_name,value
bank,bayes,f1,rafael-leonardo,v5,0.5917156226
bank,knn,acc,rafael-leonardo,v5,0.6037075436
bank,knn,f1,rafael-leonardo,v5,0.6506826764
bank,tree,acc,rafael-leonardo,v5,0.816761989
bank,tree,f1,rafael-leonardo,v5,0.5851425491
Rice,perceptron,acc,rafael-scarpelli,v5,0.9333333333
Rice,perceptron,f1,rafael-scarpelli,v5,0.9333333333
Rice,svm,acc,rafael-scarpelli,v5,0.9666666667
Rice,svm,f1,rafael-scarpelli,v5,0.9665831245
Rice,bayes,acc,rafael-scarpelli,v5,1.0
Rice,bayes,f1,rafael-scarpelli,v5,1.0
Rice,knn,acc,rafael-scarpelli,v5,1.0
Rice,knn,f1,rafael-scarpelli,v5,1.0
Rice,tree,acc,rafael-scarpelli,v5,0.9333333333
Rice,tree,f1,rafael-scarpelli,v5,0.9326599327
Mushroom,perceptron,f1,renato-augusto-v2,v5,0.9641843972
Mushroom,perceptron,acc,renato-augusto-v2,v5,0.9641843972
Mushroom,svm,f1,renato-augusto-v2,v5,0.9725177305
Mushroom,svm,acc,renato-augusto-v2,v5,0.9725177305
Mushroom,bayes,f1,renato-augusto-v2,v5,0.6693262411
Mushroom,bayes,acc,renato-augusto-v2,v5,0.6693262411
Mushroom,tree,f1,renato-augusto-v2,v5,1.0
Mushroom,tree,acc,renato-augusto-v2,v5,1.0
Mushroom,knn,f1,renato-augusto-v2,v5,1.0
Mushroom,knn,acc,renato-augusto-v2,v5,1.0
car.csv,perceptron,f1,romulo-jordao,v5,0.5755673151
car.csv,perceptron,acc,romulo-jordao,v5,0.8811594203
car.csv,svm,f1,romulo-jordao,v5,0.9518517649
car.csv,svm,acc,romulo-jordao,v5,0.9826086957
car.csv,bayes,f1,romulo-jordao,v5,0.7734161079
car.csv,bayes,acc,romulo-jordao,v5,0.8144927536
car.csv,knn,f1,romulo-jordao,v5,0.455538391
car.csv,knn,acc,romulo-jordao,v5,0.8115942029
car.csv,tree,f1,romulo-jordao,v5,0.9600395829
car.csv,tree,acc,romulo-jordao,v5,0.9797101449
mushroom,perceptron,acc,thalles--barros,v5,0.8633004926
mushroom,perceptron,f1,thalles--barros,v5,0.8259892503
mushroom,svm,acc,thalles--barros,v5,0.9704433498
mushroom,svm,f1,thalles--barros,v5,0.9645104895
mushroom,bayes,acc,thalles--barros,v5,0.9550492611
mushroom,bayes,f1,thalles--barros,v5,0.9468759508
mushroom,tree,acc,thalles--barros,v5,0.9901477833
mushroom,tree,f1,thalles--barros,v5,0.9884920635
mushroom,knn,acc,thalles--barros,v5,0.8214285714
mushroom,knn,f1,thalles--barros,v5,0.7570467583
dataset_name,classifier_name,metric,vitor--garcia,v5,
agaricus-lepiota,perceptron,f1,vitor--garcia,v5,0.9357176162
agaricus-lepiota,perceptron,acc,vitor--garcia,v5,0.9414893617
agaricus-lepiota,svm,f1,vitor--garcia,v5,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v5,1.0
agaricus-lepiota,bayes,f1,vitor--garcia,v5,0.6309383589
agaricus-lepiota,bayes,acc,vitor--garcia,v5,0.725177305
agaricus-lepiota,tree,f1,vitor--garcia,v5,1.0
agaricus-lepiota,tree,acc,vitor--garcia,v5,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v5,1.0
agaricus-lepiota,knn,acc,vitor--garcia,v5,1.0
Car Evaluation,perceptron,acc,vitor-oliveira,v5,0.7803468208
Car Evaluation,perceptron,f1,vitor-oliveira,v5,0.7047619048
Car Evaluation,svm,acc,vitor-oliveira,v5,0.8815028902
Car Evaluation,svm,f1,vitor-oliveira,v5,0.76
Car Evaluation,bayes,acc,vitor-oliveira,v5,0.7398843931
Car Evaluation,bayes,f1,vitor-oliveira,v5,0.5454545455
Car Evaluation,tree,acc,vitor-oliveira,v5,0.9768786127
Car Evaluation,tree,f1,vitor-oliveira,v5,0.9855072464
Car Evaluation,knn,acc,vitor-oliveira,v5,0.9132947977
Car Evaluation,knn,f1,vitor-oliveira,v5,0.9281767956
bank,perceptron,f1,ana--beatriz,v6,0.4865289068
bank,perceptron,acc,ana--beatriz,v6,0.8817679558
bank,svm,f1,ana--beatriz,v6,0.4682726204
bank,svm,acc,ana--beatriz,v6,0.8806629834
bank,bayes,f1,ana--beatriz,v6,0.6477937955
bank,bayes,acc,ana--beatriz,v6,0.8419889503
bank,tree,f1,ana--beatriz,v6,0.6408839779
bank,tree,acc,ana--beatriz,v6,0.870718232
bank,knn,f1,ana--beatriz,v6,0.5097873567
bank,knn,acc,ana--beatriz,v6,0.879558011
glass_identification,perceptron,f1,andrey--jodar,v6,0.3045351474
glass_identification,perceptron,acc,andrey--jodar,v6,0.5952380952
glass_identification,svm,f1,andrey--jodar,v6,0.2225213811
glass_identification,svm,acc,andrey--jodar,v6,0.380952381
glass_identification,bayes,f1,andrey--jodar,v6,0.4286638789
glass_identification,bayes,acc,andrey--jodar,v6,0.4523809524
glass_identification,tree,f1,andrey--jodar,v6,0.6375863902
glass_identification,tree,acc,andrey--jodar,v6,0.6666666667
glass_identification,knn,f1,andrey--jodar,v6,0.4319892964
glass_identification,knn,acc,andrey--jodar,v6,0.5476190476
spambase,perceptron,f1,arthur--heiji,v6,0.9017310169
spambase,perceptron,acc,arthur--heiji,v6,0.9076086957
spambase,svm,f1,arthur--heiji,v6,0.9279474107
spambase,svm,acc,arthur--heiji,v6,0.9326086957
spambase,bayes,f1,arthur--heiji,v6,0.7967802158
spambase,bayes,acc,arthur--heiji,v6,0.797826087
spambase,tree,f1,arthur--heiji,v6,0.9213402337
spambase,tree,acc,arthur--heiji,v6,0.9260869565
spambase,knn,f1,arthur--heiji,v6,0.90096085
spambase,knn,acc,arthur--heiji,v6,0.9065217391
winequality-red,perceptron,acc,arthur-hydeki,v6,0.7611615721
winequality-red,perceptron,f1,arthur-hydeki,v6,0.8203086035
winequality-red,svm,acc,arthur-hydeki,v6,0.8778374514
winequality-red,svm,f1,arthur-hydeki,v6,0.8989609963
winequality-red,bayes,acc,arthur-hydeki,v6,0.838894503
winequality-red,bayes,f1,arthur-hydeki,v6,0.8946146649
winequality-red,knn,acc,arthur-hydeki,v6,0.7907204934
winequality-red,knn,f1,arthur-hydeki,v6,0.8449717364
winequality-red,tree,acc,arthur-hydeki,v6,0.8000566587
winequality-red,tree,f1,arthur-hydeki,v6,0.9076839497
insurance,perceptron,acc,arthur-protazio,v6,0.8544776119
insurance,perceptron,f1,arthur-protazio,v6,0.8540710402
insurance,tree,acc,arthur-protazio,v6,0.8059701493
insurance,tree,f1,arthur-protazio,v6,0.8087684072
insurance,tree,acc,arthur-protazio,v6,0.8955223881
insurance,tree,f1,arthur-protazio,v6,0.8951240738
insurance,knn,acc,arthur-protazio,v6,0.828358209
insurance,knn,f1,arthur-protazio,v6,0.8274197772
insurance,svm,acc,arthur-protazio,v6,0.9067164179
insurance,svm,f1,arthur-protazio,v6,0.9061917319
column_2C.csv,perceptron,f1,eduardo-barbeiro,v6,0.6481205926
column_2C.csv,perceptron,acc,eduardo-barbeiro,v6,0.7903225806
column_2C.csv,svm,f1,eduardo-barbeiro,v6,0.462026862
column_2C.csv,svm,acc,eduardo-barbeiro,v6,0.6935483871
column_2C.csv,bayes,f1,eduardo-barbeiro,v6,0.7205128205
column_2C.csv,bayes,acc,eduardo-barbeiro,v6,0.8064516129
column_2C.csv,tree,f1,eduardo-barbeiro,v6,0.65795352
column_2C.csv,tree,acc,eduardo-barbeiro,v6,0.7741935484
column_2C.csv,knn,f1,eduardo-barbeiro,v6,0.7261538462
column_2C.csv,knn,acc,eduardo-barbeiro,v6,0.7903225806
Automobile,perceptron,f1,eduardo-cavazin,v6,0.3545327222
Automobile,perceptron,acc,eduardo-cavazin,v6,0.4193548387
Automobile,svm,f1,eduardo-cavazin,v6,0.1586206897
Automobile,svm,acc,eduardo-cavazin,v6,0.3870967742
Automobile,bayes,f1,eduardo-cavazin,v6,0.3782558022
Automobile,bayes,acc,eduardo-cavazin,v6,0.5161290323
Automobile,tree,f1,eduardo-cavazin,v6,0.8384800385
Automobile,tree,acc,eduardo-cavazin,v6,0.8709677419
Automobile,knn,f1,eduardo-cavazin,v6,0.3199197861
Automobile,knn,acc,eduardo-cavazin,v6,0.4838709677
accelerator-mobile,perceptron,f1,gregory--soares,v6,0.495
accelerator-mobile,perceptron,acc,gregory--soares,v6,0.982
accelerator-mobile,svm,f1,gregory--soares,v6,0.803
accelerator-mobile,svm,acc,gregory--soares,v6,0.988
accelerator-mobile,bayes,f1,gregory--soares,v6,0.496
accelerator-mobile,bayes,acc,gregory--soares,v6,0.982
accelerator-mobile,tree,f1,gregory--soares,v6,0.913
accelerator-mobile,tree,acc,gregory--soares,v6,0.993
accelerator-mobile,knn,f1,gregory--soares,v6,0.834
accelerator-mobile,knn,acc,gregory--soares,v6,0.989
iris,perceptron,acc,gustavo--cruz-v2,v6,0.9333333333
iris,perceptron,f1,gustavo--cruz-v2,v6,0.9282296651
iris,svm,acc,gustavo--cruz-v2,v6,0.5
iris,svm,f1,gustavo--cruz-v2,v6,0.3333333333
iris,bayes,acc,gustavo--cruz-v2,v6,1.0
iris,bayes,f1,gustavo--cruz-v2,v6,1.0
iris,tree,acc,gustavo--cruz-v2,v6,0.9666666667
iris,tree,f1,gustavo--cruz-v2,v6,0.6444444444
iris,knn,acc,gustavo--cruz-v2,v6,0.8333333333
iris,knn,f1,gustavo--cruz-v2,v6,0.4545454545
garments-workers,perceptron,acc,isaque--cruz,v6,0.8122171946
garments-workers,perceptron,f1,isaque--cruz,v6,0.6537848117
garments-workers,svm,acc,isaque--cruz,v6,0.7647058824
garments-workers,svm,f1,isaque--cruz,v6,0.4600892647
garments-workers,bayes,acc,isaque--cruz,v6,0.8167420814
garments-workers,bayes,f1,isaque--cruz,v6,0.6863298259
garments-workers,tree,acc,isaque--cruz,v6,0.8461538462
garments-workers,tree,f1,isaque--cruz,v6,0.7802923977
garments-workers,knn,acc,isaque--cruz,v6,0.8303167421
garments-workers,knn,f1,isaque--cruz,v6,0.7602048567
wine,perceptron,acc,larissa-v2,v6,1.0
wine,perceptron,f1,larissa-v2,v6,1.0
wine,svm,acc,larissa-v2,v6,1.0
wine,svm,f1,larissa-v2,v6,1.0
wine,bayes,acc,larissa-v2,v6,1.0
wine,bayes,f1,larissa-v2,v6,1.0
wine,knn,acc,larissa-v2,v6,0.9722222222
wine,knn,f1,larissa-v2,v6,0.9751724138
wine,tree,acc,larissa-v2,v6,0.9166666667
wine,tree,f1,larissa-v2,v6,0.915146871
tic-tac-toe,perceptron,f1,leandro-menoni,v6,0.44
tic-tac-toe,perceptron,acc,leandro-menoni,v6,0.44
tic-tac-toe,svm,f1,leandro-menoni,v6,0.42
tic-tac-toe,svm,acc,leandro-menoni,v6,0.69
tic-tac-toe,bayes,f1,leandro-menoni,v6,0.59
tic-tac-toe,bayes,acc,leandro-menoni,v6,0.73
tic-tac-toe,tree,f1,leandro-menoni,v6,0.8
tic-tac-toe,tree,acc,leandro-menoni,v6,0.83
tic-tac-toe,knn,f1,leandro-menoni,v6,0.76
tic-tac-toe,knn,acc,leandro-menoni,v6,0.82
wine-white,tree,acc,lucas-v2,v6,0.7548518897
wine-white,tree,f1,lucas-v2,v6,0.7196288447
wine-white,knn,acc,lucas-v2,v6,0.7395301328
wine-white,knn,f1,lucas-v2,v6,0.6998394864
wine-white,bayes,acc,lucas-v2,v6,0.6772216547
wine-white,bayes,f1,lucas-v2,v6,0.637794575
wine-white,perceptron,acc,lucas-v2,v6,0.6475995914
wine-white,perceptron,f1,lucas-v2,v6,0.6463583564
wine-white,svm,acc,lucas-v2,v6,0.7119509704
wine-white,svm,f1,lucas-v2,v6,0.6161958516
data.csv,perceptron,acc,luiz-miguel-silva,v6,0.64
data.csv,perceptron,f1,luiz-miguel-silva,v6,0.5890546655
data.csv,svm,acc,luiz-miguel-silva,v6,0.735
data.csv,svm,f1,luiz-miguel-silva,v6,0.6186957689
data.csv,bayes,acc,luiz-miguel-silva,v6,0.6325
data.csv,bayes,f1,luiz-miguel-silva,v6,0.5387386825
data.csv,knn,acc,luiz-miguel-silva,v6,0.6525
data.csv,knn,f1,luiz-miguel-silva,v6,0.5654730676
data.csv,tree,acc,luiz-miguel-silva,v6,0.665
data.csv,tree,f1,luiz-miguel-silva,v6,0.5963567873
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v6,0.9642857143
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v6,0.9646709284
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v6,0.9714285714
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v6,0.9715631307
breast-cancer-wisconsin.csv,bayes,acc,mateus--raskoski,v6,0.9714285714
breast-cancer-wisconsin.csv,bayes,f1,mateus--raskoski,v6,0.9715631307
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v6,0.9714285714
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v6,0.9714285714
breast-cancer-wisconsin.csv,tree,acc,mateus--raskoski,v6,0.9357142857
breast-cancer-wisconsin.csv,tree,f1,mateus--raskoski,v6,0.935549685
iris,perceptron,acc,pablo-v2,v6,0.3333333333
iris,perceptron,f1,pablo-v2,v6,0.1666666667
iris,svm,acc,pablo-v2,v6,0.9666666667
iris,svm,f1,pablo-v2,v6,0.9665831245
iris,bayes,acc,pablo-v2,v6,0.9666666667
iris,bayes,f1,pablo-v2,v6,0.9665831245
iris,knn,acc,pablo-v2,v6,0.9333333333
iris,knn,f1,pablo-v2,v6,0.9326599327
iris,tree,acc,pablo-v2,v6,0.9666666667
iris,tree,f1,pablo-v2,v6,0.9665831245
bank,perceptron,acc,rafael-leonardo,v6,0.7857959164
bank,perceptron,f1,rafael-leonardo,v6,0.5116465745
bank,svm,acc,rafael-leonardo,v6,0.6474658118
bank,svm,f1,rafael-leonardo,v6,0.5420406316
bank,bayes,acc,rafael-leonardo,v6,0.6642015076
bank,bayes,f1,rafael-leonardo,v6,0.7581946857
bank,knn,acc,rafael-leonardo,v6,0.6664062774
bank,knn,f1,rafael-leonardo,v6,0.7675537983
bank,tree,acc,rafael-leonardo,v6,0.6406719767
bank,tree,f1,rafael-leonardo,v6,0.6703340588
Rice,perceptron,acc,rafael-scarpelli,v6,0.6666666667
Rice,perceptron,f1,rafael-scarpelli,v6,0.5555555556
Rice,svm,acc,rafael-scarpelli,v6,0.9666666667
Rice,svm,f1,rafael-scarpelli,v6,0.9665831245
Rice,bayes,acc,rafael-scarpelli,v6,0.9
Rice,bayes,f1,rafael-scarpelli,v6,0.8997493734
Rice,knn,acc,rafael-scarpelli,v6,0.9666666667
Rice,knn,f1,rafael-scarpelli,v6,0.9665831245
Rice,tree,acc,rafael-scarpelli,v6,0.9666666667
Rice,tree,f1,rafael-scarpelli,v6,0.9665831245
Mushroom,perceptron,f1,renato-augusto-v2,v6,0.9867021277
Mushroom,perceptron,acc,renato-augusto-v2,v6,0.9867021277
Mushroom,svm,f1,renato-augusto-v2,v6,0.9725177305
Mushroom,svm,acc,renato-augusto-v2,v6,0.9725177305
Mushroom,bayes,f1,renato-augusto-v2,v6,0.6586879433
Mushroom,bayes,acc,renato-augusto-v2,v6,0.6586879433
Mushroom,tree,f1,renato-augusto-v2,v6,1.0
Mushroom,tree,acc,renato-augusto-v2,v6,1.0
Mushroom,knn,f1,renato-augusto-v2,v6,1.0
Mushroom,knn,acc,renato-augusto-v2,v6,1.0
car.csv,perceptron,f1,romulo-jordao,v6,0.7113332308
car.csv,perceptron,acc,romulo-jordao,v6,0.8612716763
car.csv,svm,f1,romulo-jordao,v6,0.9751451599
car.csv,svm,acc,romulo-jordao,v6,0.9884393064
car.csv,bayes,f1,romulo-jordao,v6,0.74145346
car.csv,bayes,acc,romulo-jordao,v6,0.7976878613
car.csv,knn,f1,romulo-jordao,v6,0.5468668675
car.csv,knn,acc,romulo-jordao,v6,0.8439306358
car.csv,tree,f1,romulo-jordao,v6,0.9289078308
car.csv,tree,acc,romulo-jordao,v6,0.9768786127
mushroom,perceptron,acc,thalles--barros,v6,0.5320197044
mushroom,perceptron,f1,thalles--barros,v6,0.487631658
mushroom,svm,acc,thalles--barros,v6,0.7801724138
mushroom,svm,f1,thalles--barros,v6,0.6885002539
mushroom,bayes,acc,thalles--barros,v6,0.4716748768
mushroom,bayes,f1,thalles--barros,v6,0.4410728382
mushroom,tree,acc,thalles--barros,v6,1.0
mushroom,tree,f1,thalles--barros,v6,1.0
mushroom,knn,acc,thalles--barros,v6,0.6958128079
mushroom,knn,f1,thalles--barros,v6,0.6958128079
dataset_name,classifier_name,metric,vitor--garcia,v6,
agaricus-lepiota,perceptron,f1,vitor--garcia,v6,0.9505896624
agaricus-lepiota,perceptron,acc,vitor--garcia,v6,0.9539007092
agaricus-lepiota,svm,f1,vitor--garcia,v6,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v6,1.0
agaricus-lepiota,bayes,f1,vitor--garcia,v6,0.5978903244
agaricus-lepiota,bayes,acc,vitor--garcia,v6,0.7056737589
agaricus-lepiota,tree,f1,vitor--garcia,v6,1.0
agaricus-lepiota,tree,acc,vitor--garcia,v6,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v6,0.999060857
agaricus-lepiota,knn,acc,vitor--garcia,v6,0.9991134752
Car Evaluation,perceptron,acc,vitor-oliveira,v6,0.7514450867
Car Evaluation,perceptron,f1,vitor-oliveira,v6,0.1791044776
Car Evaluation,svm,acc,vitor-oliveira,v6,0.8612716763
Car Evaluation,svm,f1,vitor-oliveira,v6,0.7014925373
Car Evaluation,bayes,acc,vitor-oliveira,v6,0.7601156069
Car Evaluation,bayes,f1,vitor-oliveira,v6,0.6744186047
Car Evaluation,tree,acc,vitor-oliveira,v6,0.9624277457
Car Evaluation,tree,f1,vitor-oliveira,v6,0.9323308271
Car Evaluation,knn,acc,vitor-oliveira,v6,0.8815028902
Car Evaluation,knn,f1,vitor-oliveira,v6,0.8366013072
bank,perceptron,f1,ana--beatriz,v7,0.6142201005
bank,perceptron,acc,ana--beatriz,v7,0.7389380531
bank,svm,f1,ana--beatriz,v7,0.4707259953
bank,svm,acc,ana--beatriz,v7,0.889380531
bank,bayes,f1,ana--beatriz,v7,0.6453990883
bank,bayes,acc,ana--beatriz,v7,0.8396017699
bank,tree,f1,ana--beatriz,v7,0.688426277
bank,tree,acc,ana--beatriz,v7,0.889380531
bank,knn,f1,ana--beatriz,v7,0.5124682195
bank,knn,acc,ana--beatriz,v7,0.8838495575
glass_identification,perceptron,f1,andrey--jodar,v7,0.2525062657
glass_identification,perceptron,acc,andrey--jodar,v7,0.1666666667
glass_identification,svm,f1,andrey--jodar,v7,0.2211538462
glass_identification,svm,acc,andrey--jodar,v7,0.4285714286
glass_identification,bayes,f1,andrey--jodar,v7,0.4506721349
glass_identification,bayes,acc,andrey--jodar,v7,0.5
glass_identification,tree,f1,andrey--jodar,v7,0.4907498632
glass_identification,tree,acc,andrey--jodar,v7,0.5952380952
glass_identification,knn,f1,andrey--jodar,v7,0.4680033417
glass_identification,knn,acc,andrey--jodar,v7,0.619047619
spambase,perceptron,f1,arthur--heiji,v7,0.9229797658
spambase,perceptron,acc,arthur--heiji,v7,0.925
spambase,svm,f1,arthur--heiji,v7,0.927792167
spambase,svm,acc,arthur--heiji,v7,0.9304347826
spambase,bayes,f1,arthur--heiji,v7,0.8345292414
spambase,bayes,acc,arthur--heiji,v7,0.8347826087
spambase,tree,f1,arthur--heiji,v7,0.9164371388
spambase,tree,acc,arthur--heiji,v7,0.9195652174
spambase,knn,f1,arthur--heiji,v7,0.9032627184
spambase,knn,acc,arthur--heiji,v7,0.9076086957
winequality-red,perceptron,acc,arthur-hydeki,v7,0.7091230926
winequality-red,perceptron,f1,arthur-hydeki,v7,0.670765828
winequality-red,svm,acc,arthur-hydeki,v7,0.9140897559
winequality-red,svm,f1,arthur-hydeki,v7,0.8797377328
winequality-red,bayes,acc,arthur-hydeki,v7,0.8991639577
winequality-red,bayes,f1,arthur-hydeki,v7,0.8957714281
winequality-red,knn,acc,arthur-hydeki,v7,0.8070943705
winequality-red,knn,f1,arthur-hydeki,v7,0.7676588967
winequality-red,tree,acc,arthur-hydeki,v7,0.8056776114
winequality-red,tree,f1,arthur-hydeki,v7,0.6965869991
insurance,perceptron,acc,arthur-protazio,v7,0.8432835821
insurance,perceptron,f1,arthur-protazio,v7,0.8396682612
insurance,tree,acc,arthur-protazio,v7,0.8246268657
insurance,tree,f1,arthur-protazio,v7,0.8250107934
insurance,tree,acc,arthur-protazio,v7,0.9141791045
insurance,tree,f1,arthur-protazio,v7,0.9142252535
insurance,knn,acc,arthur-protazio,v7,0.8432835821
insurance,knn,f1,arthur-protazio,v7,0.8403948965
insurance,svm,acc,arthur-protazio,v7,0.9067164179
insurance,svm,f1,arthur-protazio,v7,0.9067876159
column_2C.csv,perceptron,f1,eduardo-barbeiro,v7,0.6044634378
column_2C.csv,perceptron,acc,eduardo-barbeiro,v7,0.7258064516
column_2C.csv,svm,f1,eduardo-barbeiro,v7,0.449212272
column_2C.csv,svm,acc,eduardo-barbeiro,v7,0.6451612903
column_2C.csv,bayes,f1,eduardo-barbeiro,v7,0.9034578991
column_2C.csv,bayes,acc,eduardo-barbeiro,v7,0.935483871
column_2C.csv,tree,f1,eduardo-barbeiro,v7,0.8221743982
column_2C.csv,tree,acc,eduardo-barbeiro,v7,0.8870967742
column_2C.csv,knn,f1,eduardo-barbeiro,v7,0.6620786621
column_2C.csv,knn,acc,eduardo-barbeiro,v7,0.7096774194
Automobile,perceptron,f1,eduardo-cavazin,v7,0.3018518519
Automobile,perceptron,acc,eduardo-cavazin,v7,0.3548387097
Automobile,svm,f1,eduardo-cavazin,v7,0.2
Automobile,svm,acc,eduardo-cavazin,v7,0.3870967742
Automobile,bayes,f1,eduardo-cavazin,v7,0.4982857143
Automobile,bayes,acc,eduardo-cavazin,v7,0.5483870968
Automobile,tree,f1,eduardo-cavazin,v7,0.8032517483
Automobile,tree,acc,eduardo-cavazin,v7,0.8387096774
Automobile,knn,f1,eduardo-cavazin,v7,0.4641284641
Automobile,knn,acc,eduardo-cavazin,v7,0.6129032258
accelerator-mobile,perceptron,f1,gregory--soares,v7,0.495
accelerator-mobile,perceptron,acc,gregory--soares,v7,0.98
accelerator-mobile,svm,f1,gregory--soares,v7,0.832
accelerator-mobile,svm,acc,gregory--soares,v7,0.989
accelerator-mobile,bayes,f1,gregory--soares,v7,0.652
accelerator-mobile,bayes,acc,gregory--soares,v7,0.975
accelerator-mobile,tree,f1,gregory--soares,v7,0.924
accelerator-mobile,tree,acc,gregory--soares,v7,0.994
accelerator-mobile,knn,f1,gregory--soares,v7,0.853
accelerator-mobile,knn,acc,gregory--soares,v7,0.989
iris,perceptron,acc,gustavo--cruz-v2,v7,0.0666666667
iris,perceptron,f1,gustavo--cruz-v2,v7,0.0416666667
iris,svm,acc,gustavo--cruz-v2,v7,0.9666666667
iris,svm,f1,gustavo--cruz-v2,v7,0.9647473561
iris,bayes,acc,gustavo--cruz-v2,v7,0.9
iris,bayes,f1,gustavo--cruz-v2,v7,0.4736842105
iris,tree,acc,gustavo--cruz-v2,v7,1.0
iris,tree,f1,gustavo--cruz-v2,v7,1.0
iris,knn,acc,gustavo--cruz-v2,v7,1.0
iris,knn,f1,gustavo--cruz-v2,v7,1.0
garments-workers,perceptron,acc,isaque--cruz,v7,0.520361991
garments-workers,perceptron,f1,isaque--cruz,v7,0.5203227061
garments-workers,svm,acc,isaque--cruz,v7,0.7443438914
garments-workers,svm,f1,isaque--cruz,v7,0.4804813863
garments-workers,bayes,acc,isaque--cruz,v7,0.757918552
garments-workers,bayes,f1,isaque--cruz,v7,0.6342728995
garments-workers,tree,acc,isaque--cruz,v7,0.7647058824
garments-workers,tree,f1,isaque--cruz,v7,0.6994141034
garments-workers,knn,acc,isaque--cruz,v7,0.7624434389
garments-workers,knn,f1,isaque--cruz,v7,0.6832579186
wine,perceptron,acc,larissa-v2,v7,0.9722222222
wine,perceptron,f1,larissa-v2,v7,0.9717813051
wine,svm,acc,larissa-v2,v7,0.9722222222
wine,svm,f1,larissa-v2,v7,0.9717813051
wine,bayes,acc,larissa-v2,v7,0.9444444444
wine,bayes,f1,larissa-v2,v7,0.9440559441
wine,knn,acc,larissa-v2,v7,0.8888888889
wine,knn,f1,larissa-v2,v7,0.8876328502
wine,tree,acc,larissa-v2,v7,0.9444444444
wine,tree,f1,larissa-v2,v7,0.9451526252
tic-tac-toe,perceptron,f1,leandro-menoni,v7,0.34
tic-tac-toe,perceptron,acc,leandro-menoni,v7,0.41
tic-tac-toe,svm,f1,leandro-menoni,v7,0.39
tic-tac-toe,svm,acc,leandro-menoni,v7,0.61
tic-tac-toe,bayes,f1,leandro-menoni,v7,0.61
tic-tac-toe,bayes,acc,leandro-menoni,v7,0.7
tic-tac-toe,tree,f1,leandro-menoni,v7,0.83
tic-tac-toe,tree,acc,leandro-menoni,v7,0.84
tic-tac-toe,knn,f1,leandro-menoni,v7,0.74
tic-tac-toe,knn,acc,leandro-menoni,v7,0.78
wine-white,tree,acc,lucas-v2,v7,0.771195097
wine-white,tree,f1,lucas-v2,v7,0.7328265107
wine-white,knn,acc,lucas-v2,v7,0.7885597549
wine-white,knn,f1,lucas-v2,v7,0.7481873861
wine-white,bayes,acc,lucas-v2,v7,0.722165475
wine-white,bayes,f1,lucas-v2,v7,0.6843133536
wine-white,perceptron,acc,lucas-v2,v7,0.3656792646
wine-white,perceptron,f1,lucas-v2,v7,0.3167441563
wine-white,svm,acc,lucas-v2,v7,0.7354443309
wine-white,svm,f1,lucas-v2,v7,0.6303543808
data.csv,perceptron,acc,luiz-miguel-silva,v7,0.6725
data.csv,perceptron,f1,luiz-miguel-silva,v7,0.5979312874
data.csv,svm,acc,luiz-miguel-silva,v7,0.755
data.csv,svm,f1,luiz-miguel-silva,v7,0.6437229874
data.csv,bayes,acc,luiz-miguel-silva,v7,0.6575
data.csv,bayes,f1,luiz-miguel-silva,v7,0.5546750916
data.csv,knn,acc,luiz-miguel-silva,v7,0.675
data.csv,knn,f1,luiz-miguel-silva,v7,0.5950935501
data.csv,tree,acc,luiz-miguel-silva,v7,0.6425
data.csv,tree,f1,luiz-miguel-silva,v7,0.5881816539
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v7,0.9214285714
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v7,0.922544802
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v7,0.9642857143
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v7,0.9645308651
breast-cancer-wisconsin.csv,bayes,acc,mateus--raskoski,v7,0.9571428571
breast-cancer-wisconsin.csv,bayes,f1,mateus--raskoski,v7,0.9575238095
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v7,0.9642857143
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v7,0.9646709284
breast-cancer-wisconsin.csv,tree,acc,mateus--raskoski,v7,0.9285714286
breast-cancer-wisconsin.csv,tree,f1,mateus--raskoski,v7,0.9285714286
iris,perceptron,acc,pablo-v2,v7,0.5333333333
iris,perceptron,f1,pablo-v2,v7,0.4460784314
iris,svm,acc,pablo-v2,v7,1.0
iris,svm,f1,pablo-v2,v7,1.0
iris,bayes,acc,pablo-v2,v7,0.9666666667
iris,bayes,f1,pablo-v2,v7,0.9665831245
iris,knn,acc,pablo-v2,v7,0.9666666667
iris,knn,f1,pablo-v2,v7,0.9665831245
iris,tree,acc,pablo-v2,v7,0.9333333333
iris,tree,f1,pablo-v2,v7,0.9333333333
bank,perceptron,acc,rafael-leonardo,v7,0.6738088823
